Jellicent,593.0,100,60,70,85,105,60
Alomomola,594.0,165,75,80,40,45,65
Joltik,595.0,50,47,50,57,50,65
Galvantula,596.0,70,77,60,97,60,108
Ferroseed,597.0,44,50,91,24,86,10
Ferrothorn,598.0,74,94,131,54,116,20
Klink,599.0,40,55,70,45,60,30
Klang,600.0,60,80,95,70,85,50
Klinklang,601.0,60,100,115,70,85,90
Tynamo,602.0,35,55,40,45,40,60
Eelektrik,603.0,65,85,70,75,70,40
Eelektross,604.0,85,115,80,105,80,50
Elgyem,605.0,55,55,55,85,55,30
Beheeyem,606.0,75,75,75,125,95,40
Litwick,607.0,50,30,55,65,55,20
Lampent,608.0,60,40,60,95,60,55
Chandelure,609.0,60,55,90,145,90,80
Axew,610.0,46,87,60,30,40,57
Fraxure,611.0,66,117,70,40,50,67
Haxorus,612.0,76,147,90,60,70,97
Cubchoo,613.0,55,70,40,60,40,40
Beartic,614.0,95,130,80,70,80,50
Cryogonal,615.0,80,50,50,95,135,105
Shelmet,616.0,50,40,85,40,65,25
Accelgor,617.0,80,70,40,100,60,145
Stunfisk,618.0,109,66,84,81,99,32
Stunfisk(Galarian),618.1,109,81,99,66,84,32
Mienfoo,619.0,45,85,50,55,50,65
Mienshao,620.0,65,125,60,95,60,105
Druddigon,621.0,77,120,90,60,90,48
Golett,622.0,59,74,50,35,50,35
Golurk,623.0,89,124,80,55,80,55
Pawniard,624.0,45,85,70,40,40,60
Bisharp,625.0,65,125,100,60,70,70
Bouffalant,626.0,95,110,95,40,95,55
Rufflet,627.0,70,83,50,37,50,60
Braviary,628.0,100,123,75,57,75,80
Braviary(Hisuian),628.1,110,83,70,112,70,65
Vullaby,629.0,70,55,75,45,65,60
Mandibuzz,630.0,110,65,105,55,95,80
Heatmor,631.0,85,97,66,105,66,65
Durant,632.0,58,109,112,48,48,109
Deino,633.0,52,65,50,45,50,38
Zweilous,634.0,72,85,70,65,70,58
Hydreigon,635.0,92,105,90,125,90,98
Larvesta,636.0,55,85,55,50,55,60
Volcarona,637.0,85,60,65,135,105,100
Chespin,650.0,56,61,65,48,45,38
Quilladin,651.0,61,78,95,56,58,57
Chesnaught,652.0,88,107,122,74,75,64
Fennekin,653.0,40,45,40,62,60,60
Braixen,654.0,59,59,58,90,70,73
Delphox,655.0,75,69,72,114,100,104
Froakie,656.0,41,56,40,62,44,71
Frogadier,657.0,54,63,52,83,56,97
Greninja,658.0,72,95,67,103,71,122
Ash-Greninja,658.1,72,145,67,153,71,132
Bunnelby,659.0,38,36,38,32,36,57
Diggersby,660.0,85,56,77,50,77,78
Fletchling,661.0,45,50,43,40,38,62
Fletchinder,662.0,62,73,55,56,52,84
Talonflame,663.0,78,81,71,74,69,126
Scatterbug,664.0,38,35,40,27,25,35
Spewpa,665.0,45,22,60,27,30,29
Vivillon(Meadow/Fancy),666.0,80,52,50,90,50,89
Vivillon(Polar/Tundra/Marine),666.1,80,52,50,90,50,89
Vivillon(Continental),666.2,80,52,50,90,50,89
Vivillon(Garden/Savanna/Jungle),666.3,80,52,50,90,50,89
Vivillon(Elegant),666.4,80,52,50,90,50,89
Vivillon(Icy-Snow),666.5,80,52,50,90,50,89
Vivillon(Mod/Sun/Ocean/Poke-Ball),666.6,80,52,50,90,50,89
Vivillon(HiPl/SS/Arch/Riv),666.7,80,52,50,90,50,89
Vivillon(Monsoon),666.8,80,52,50,90,50,89
Litleo,667.0,62,50,58,73,54,72
Pyroar,668.0,86,68,72,109,66,106
Flabébé,669.0,44,38,39,61,79,42
Floette,670.0,54,45,47,75,98,52
Florges,671.0,78,65,68,112,154,75
Skiddo,672.0,66,65,48,62,57,52
Gogoat,673.0,123,100,62,97,81,68
Pancham,674.0,67,82,62,46,48,43
Pangoro,675.0,95,124,78,69,71,58
Furfrou,676.0,75,80,60,65,90,102
Espurr,677.0,62,48,54,63,60,68
Meowstic(Female),678.0,74,48,76,83,81,104
Meowstic(Male),678.1,74,48,76,83,81,104
Honedge,679.0,45,80,100,35,37,28
Doublade,680.0,59,110,150,45,49,35
Aegislash(Shield),681.0,60,50,140,50,140,60
Aegislash(Blade),681.1,60,140,50,140,50,60
Spritzee,682.0,78,52,60,63,65,23
Aromatisse,683.0,101,72,72,99,89,29
Swirlix,684.0,62,48,66,59,57,49
Slurpuff,685.0,82,80,86,85,75,72
Inkay,686.0,53,54,53,37,46,45
Malamar,687.0,86,92,88,68,75,73
Binacle,688.0,42,52,67,39,56,50
Barbaracle,689.0,72,105,115,54,86,68
Skrelp,690.0,50,60,60,60,60,30
Dragalge,691.0,65,75,90,97,123,44
Clauncher,692.0,50,53,62,58,63,44
Clawitzer,693.0,71,73,88,120,89,59
Helioptile,694.0,44,38,33,61,43,70
Heliolisk,695.0,62,55,52,109,94,109
Tyrunt,696.0,58,89,77,45,45,48
Tyrantrum,697.0,82,121,119,69,59,71
Amaura,698.0,77,59,50,67,63,46
Aurorus,699.0,123,77,72,99,92,58
Sylveon,700.0,95,65,65,110,130,60
Hawlucha,701.0,78,92,75,74,63,118
Dedenne,702.0,67,58,57,81,67,101
Carbink,703.0,50,50,150,50,150,50
Goomy,704.0,45,50,35,55,75,40
Sliggoo,705.0,68,75,53,83,113,60
Sliggoo(Hisuian),705.1,58,75,83,83,113,40
Goodra,706.0,90,100,70,110,150,80
Goodra(Hisuian),706.1,80,100,100,110,150,60
Klefki,707.0,57,80,91,80,87,75
Phantump,708.0,43,70,48,50,60,38
Trevenant,709.0,85,110,76,65,82,56
Pumpkaboo(Small),710.0,44,66,70,44,55,56
Pumpkaboo(Average),710.1,49,66,70,44,55,51
Pumpkaboo(Large),710.2,54,66,70,44,55,46
Pumpkaboo(Super-Size),710.3,59,66,70,44,55,41
Gourgeist(Small),711.0,55,85,122,58,75,99
Gourgeist(Average),711.1,65,90,122,58,75,84
Gourgeist(Large),711.2,75,95,122,58,75,69
Gourgeist(Super-Size),711.3,85,100,122,58,75,54
Bergmite,712.0,55,69,85,32,35,28
Avalugg,713.0,95,117,184,44,46,28
Avalugg(Hisuian),713.1,95,127,184,34,36,38
Noibat,714.0,40,30,35,45,40,55
Noivern,715.0,85,70,80,97,80,123
Rowlet,722.0,68,55,55,50,50,42
Dartrix,723.0,78,75,75,70,70,52
Decidueye,724.0,78,107,75,100,100,70
Decidueye(Hisuian),724.1,88,112,80,95,95,60
Litten,725.0,45,65,40,60,40,70
Torracat,726.0,65,85,50,80,50,90
Incineroar,727.0,95,115,90,80,90,60
Popplio,728.0,50,54,54,66,56,40
Brionne,729.0,60,69,69,91,81,50
Primarina,730.0,80,74,74,126,116,60
Pikipek,731.0,35,75,30,30,30,65
Trumbeak,732.0,55,85,50,40,50,75
Toucannon,733.0,80,120,75,75,75,60
Yungoos,734.0,48,70,30,30,30,45
Gumshoos,735.0,88,110,60,55,60,45
Grubbin,736.0,47,62,45,55,45,46
Charjabug,737.0,57,82,95,55,75,36
Vikavolt,738.0,77,70,90,145,75,43
Crabrawler,739.0,47,82,57,42,47,63
Crabominable,740.0,97,132,77,62,67,43
Oricorio(Baile),741.0,75,70,70,98,70,93
Oricorio(Pa'u),741.1,75,70,70,98,70,93
Oricorio(Pom-Pom),741.2,75,70,70,98,70,93
Oricorio(Sensu),741.3,75,70,70,98,70,93
Cutiefly,742.0,40,45,40,55,40,84
Ribombee,743.0,60,55,60,95,70,124
Rockruff,744.0,45,65,40,30,40,60
Rockruff(Own-Tempo),744.1,45,65,40,30,40,60
Lycanroc(Midday),745.0,75,115,65,55,65,112
Lycanroc(Midnight),745.1,85,115,75,55,75,82
Lycanroc(Dusk),745.2,75,117,65,55,65,110
Wishiwashi(Solo),746.0,45,20,20,25,25,40
Wishiwashi(School),746.1,45,140,130,140,135,30
Mareanie,747.0,50,53,62,43,52,45
Toxapex,748.0,50,63,152,53,142,35
Mudbray,749.0,70,100,70,45,55,45
Mudsdale,750.0,100,125,100,55,85,35
Dewpider,751.0,38,40,52,40,72,27
Araquanid,752.0,68,70,92,50,132,42
Fomantis,753.0,40,55,35,50,35,35
Lurantis,754.0,70,105,90,80,90,45
Morelull,755.0,40,35,55,65,75,15
Shiinotic,756.0,60,45,80,90,100,30
Salandit,757.0,48,44,40,71,40,77
Salazzle,758.0,68,64,60,111,60,117
Stufful,759.0,70,75,50,45,50,50
Bewear,760.0,120,125,80,55,60,60
Bounsweet,761.0,42,30,38,30,38,32
Steenee,762.0,52,40,48,40,48,62
Tsareena,763.0,72,120,98,50,98,72
Comfey,764.0,51,52,90,82,110,100
Oranguru,765.0,90,60,80,90,110,60
Passimian,766.0,100,120,90,40,60,80
Wimpod,767.0,25,35,40,20,30,80
Golisopod,768.0,75,125,140,60,90,40
Sandygast,769.0,55,55,80,70,45,15
Palossand,770.0,85,75,110,100,75,35
Pyukumuku,771.0,55,60,130,30,130,5
Minior(Meteor),774.0,60,60,100,60,100,60
Minior(Red-Core),774.1,60,100,60,100,60,120
Minior(Orange-Core),774.2,60,100,60,100,60,120
Minior(Yellow-Core),774.3,60,100,60,100,60,120
Minior(Green-Core),774.4,60,100,60,100,60,120
Minior(Blue-Core),774.5,60,100,60,100,60,120
Minior(Indigo-Core),774.6,60,100,60,100,60,120
Minior(Violet-Core),774.7,60,100,60,100,60,120
Komala,775.0,65,115,65,75,95,65
Turtonator,776.0,60,78,135,91,85,36
Togedemaru,777.0,65,98,63,40,73,96
Mimikyu,778.0,55,90,80,50,105,96
Bruxish,779.0,68,105,70,70,70,92
Drampa,780.0,78,60,85,135,91,36
Dhelmise,781.0,70,131,100,86,90,40
Jangmo-o,782.0,45,55,65,45,45,45
Hakamo-o,783.0,55,75,90,65,70,65
Kommo-o,784.0,75,110,125,100,105,85
Grookey,810.0,50,65,50,40,40,65
Thwackey,811.0,70,85,70,55,60,80
Rillaboom,812.0,100,125,90,60,70,85
Scorbunny,813.0,50,71,40,40,40,69
Raboot,814.0,65,86,60,55,60,94
Cinderace,815.0,80,116,75,65,75,119
Sobble,816.0,50,40,40,70,40,70
Drizzile,817.0,65,60,55,95,55,90
Inteleon,818.0,70,85,65,125,65,120
Skwovet,819.0,70,55,55,35,35,25
Greedent,820.0,120,95,95,55,75,20
Rookidee,821.0,38,47,35,33,35,57
Corvisquire,822.0,68,67,55,43,55,77
Corviknight,823.0,98,87,105,53,85,67
Blipbug,824.0,25,20,20,25,45,45
Dottler,825.0,50,35,80,50,90,30
Orbeetle,826.0,60,45,110,80,120,90
Nickit,827.0,40,28,28,47,52,50
Thievul,828.0,70,58,58,87,92,90
Gossifleur,829.0,40,40,60,40,60,10
Eldegoss,830.0,60,50,90,80,120,60
Wooloo,831.0,42,40,55,40,45,48
Dubwool,832.0,72,80,100,60,90,88
Chewtle,833.0,50,64,50,38,38,44
Drednaw,834.0,90,115,90,48,68,74
Yamper,835.0,59,45,50,40,50,26
Boltund,836.0,69,90,60,90,60,121
Rolycoly,837.0,30,40,50,40,50,30
Carkol,838.0,80,60,90,60,70,50
Coalossal,839.0,110,80,120,80,90,30
Applin,840.0,40,40,80,40,40,20
Flapple,841.0,70,110,80,95,60,70
Appletun,842.0,110,85,80,100,80,30
Silicobra,843.0,52,57,75,35,50,46
Sandaconda,844.0,72,107,125,65,70,71
Cramorant,845.0,70,85,55,85,95,85
Arrokuda,846.0,41,63,40,40,30,66
Barraskewda,847.0,61,123,60,60,50,136
Toxel,848.0,40,38,35,54,35,40
Toxtricity(Amped),849.0,75,98,70,114,70,75
Toxtricity(Low-Key),849.1,75,98,70,114,70,75
Sizzlipede,850.0,50,65,45,50,50,45
Centiskorch,851.0,100,115,65,90,90,65
Clobbopus,852.0,50,68,60,50,50,32
Grapploct,853.0,80,118,90,70,80,42
Sinistea,854.0,40,45,45,74,54,50
Polteageist,855.0,60,65,65,134,114,70
Hatenna,856.0,42,30,45,56,53,39
Hattrem,857.0,57,40,65,86,73,49
Hatterene,858.0,57,90,95,136,103,29
Impidimp,859.0,45,45,30,55,40,50
Morgrem,860.0,65,60,45,75,55,70
Grimmsnarl,861.0,95,120,65,95,75,60
Obstagoon,862.0,93,90,101,60,81,95
Perrserker,863.0,70,110,100,50,60,50
Cursola,864.0,60,95,50,145,130,30
Sirfetch'd,865.0,62,135,95,68,82,65
Mr.-Rime,866.0,80,85,75,110,100,70
Runerigus,867.0,58,95,145,50,105,30
Milcery,868.0,45,40,40,50,61,34
Alcremie(VaCr/SaCr),869.0,65,60,75,110,121,64
Alcremie(RuCr),869.1,65,60,75,110,121,64
Alcremie(MaCr),869.2,65,60,75,110,121,64
Alcremie(MiCr),869.3,65,60,75,110,121,64
Alcremie(LeCr/RuSw/RaSw),869.4,65,60,75,110,121,64
Alcremie(CaSw),869.7,65,60,75,110,121,64
Falinks,870.0,65,100,100,70,60,75
Pincurchin,871.0,48,101,95,91,85,15
Snom,872.0,30,25,35,45,30,20
Frosmoth,873.0,70,65,60,125,90,65
Stonjourner,874.0,100,125,135,20,20,70
Eiscue(Ice-Face),875.0,75,80,110,65,90,50
Eiscue(No-Ice-Face),875.1,75,80,70,65,50,130
Indeedee(Male),876.0,60,65,55,105,95,95
Indeedee(Female),876.1,70,55,65,95,105,85
Morpeko(Full-Belly),877.0,58,95,58,70,58,97
Morpeko(Hangry),877.1,58,95,58,70,58,97
Cufant,878.0,72,80,49,40,49,40
Copperajah,879.0,122,130,69,80,69,30
Dracozolt,880.0,90,100,90,80,70,75
Arctozolt,881.0,90,100,90,90,80,55
Dracovish,882.0,90,90,100,70,80,75
Arctovish,883.0,90,90,100,80,90,55
Duraludon,884.0,70,95,115,120,50,85
Dreepy,885.0,28,60,30,40,30,82
Drakloak,886.0,68,80,50,60,50,102
Dragapult,887.0,88,120,75,100,75,142
Wyrdeer,899.0,103,105,72,105,75,65
Kleavor,900.0,70,130,95,45,75,85
Ursaluna,901.0,130,140,105,45,80,50
Basculegion(Male),902.0,120,112,65,80,75,78
Basculegion(Female),902.1,120,92,65,100,75,78
Sneasler,903.0,80,130,60,40,80,120
Overqwil,904.0,85,115,95,65,65,85
Sprigatito,906.0,40,61,54,45,45,65
Floragato,907.0,61,80,63,60,63,83
Meowscarada,908.0,76,110,70,81,70,123
Fuecoco,909.0,67,45,59,63,40,36
Crocalor,910.0,81,55,78,90,58,49
Skeledirge,911.0,104,75,100,110,75,66
Quaxly,912.0,55,65,45,50,45,50
Quaxwell,913.0,70,85,65,65,60,65
Quaquaval,914.0,85,120,80,85,75,85
Lechonk,915.0,54,45,40,35,45,35
Oinkologne(Male),916.0,110,100,75,59,80,65
Oinkologne(Female),916.1,115,90,70,59,90,65
Tarountula,917.0,35,41,45,29,40,20
Spidops,918.0,60,79,92,52,86,35
Nymble,919.0,33,46,40,21,25,45
Lokix,920.0,71,102,78,52,55,92
Pawmi,921.0,45,50,20,40,25,60
Pawmo,922.0,60,75,40,50,40,85
Pawmot,923.0,70,115,70,70,60,105
Tandemaus,924.0,50,50,45,40,45,75
Maushold(Family-of-4),925.0,74,75,70,65,75,111
Maushold(Family-of-3),925.1,74,75,70,65,75,111
Fidough,926.0,37,55,70,30,55,65
Dachsbun,927.0,57,80,115,50,80,95
Smoliv,928.0,41,35,45,58,51,30
Dolliv,929.0,52,53,60,78,78,33
Arboliva,930.0,78,69,90,125,109,39
Squawkabilly(Green),931.0,82,96,51,45,51,92
Squawkabilly(Blue),931.1,82,96,51,45,51,92
Squawkabilly(Yellow),931.2,82,96,51,45,51,92
Squawkabilly(White),931.3,82,96,51,45,51,92
Nacli,932.0,55,55,75,35,35,25
Naclstack,933.0,60,60,100,35,65,35
Garganacl,934.0,100,100,130,45,90,35
Charcadet,935.0,40,50,40,50,40,35
Armarouge,936.0,85,60,100,125,80,75
Ceruledge,937.0,75,125,80,60,100,85
Tadbulb,938.0,61,31,41,59,35,45
Bellibolt,939.0,109,64,91,103,83,45
Wattrel,940.0,40,40,35,55,40,70
Kilowattrel,941.0,70,70,60,105,60,125
Maschiff,942.0,60,78,60,40,51,51
Mabosstiff,943.0,80,120,90,60,70,85
Shroodle,944.0,40,65,35,40,35,75
Grafaiai,945.0,63,95,65,80,72,110
Bramblin,946.0,40,65,30,45,35,60
Brambleghast,947.0,55,115,70,80,70,90
Toedscool,948.0,40,40,35,50,100,70
Toedscruel,949.0,80,70,65,80,120,100
Klawf,950.0,70,100,115,35,55,75
Capsakid,951.0,50,62,40,62,40,50
Scovillain,952.0,65,108,65,108,65,75
Rellor,953.0,41,50,60,31,58,30
Rabsca,954.0,75,50,85,115,100,45
Flittle,955.0,30,35,30,55,30,75
Espathra,956.0,95,60,60,101,60,105
Tinkatink,957.0,50,45,45,35,64,58
Tinkatuff,958.0,65,55,55,45,82,78
Tinkaton,959.0,85,75,77,70,105,94
Wiglett,960.0,10,55,25,35,25,95
Wugtrio,961.0,35,100,50,50,70,120
Bombirdier,962.0,70,103,85,60,85,82
Finizen,963.0,70,45,40,45,40,75
Palafin(Zero),964.0,100,70,72,53,62,100
Palafin(Hero),964.1,100,160,97,106,87,100
Varoom,965.0,45,70,63,30,45,47
Revavroom,966.0,80,119,90,54,67,90
Cyclizar,967.0,70,95,65,85,65,121
Orthworm,968.0,70,85,145,60,55,65
Glimmet,969.0,48,35,42,105,60,60
Glimmora,970.0,83,55,90,130,81,86
Greavard,971.0,50,61,60,30,55,34
Houndstone,972.0,72,101,100,50,97,68
Flamigo,973.0,82,115,74,75,64,90
Cetoddle,974.0,108,68,45,30,40,43
Cetitan,975.0,170,113,65,45,55,73
Veluza,976.0,90,102,73,78,65,70
Dondozo,977.0,150,100,115,65,65,35
Tatsugiri(Curly),978.0,68,50,60,120,95,82
Tatsugiri(Droopy),978.1,68,50,60,120,95,82
Tatsugiri(Stretchy),978.2,68,50,60,120,95,82
Annihilape,979.0,110,115,80,50,90,90
Clodsire,980.0,130,75,60,45,100,20
Farigiraf,981.0,120,90,70,110,70,60
Dudunsparce(Two-Segment),982.0,125,100,80,85,75,55
Dudunsparce(Three-Segment),982.1,125,100,80,85,75,55
Kingambit,983.0,100,135,120,60,85,50
Frigibax,996.0,65,75,45,35,45,55
Arctibax,997.0,90,95,66,45,65,62
Baxcalibur,998.0,115,145,92,75,86,87
Gimmighoul(Chest),999.0,45,30,70,75,70,10
Gimmighoul(Roaming),999.1,45,30,25,75,45,80
Gholdengo,1000.0,87,60,95,133,91,84
